2635;Pushing Two Fingers Away
98427;Doing other things
84293;Sliding Two Fingers Right
147743;Swiping Left
109517;Thumb Up
98698;Pushing Two Fingers Away
22754;Zooming Out With Two Fingers
1234;Pushing Hand Away
54242;Zooming Out With Full Hand
41775;Turning Hand Counterclockwise
63944;Swiping Right
135879;Turning Hand Counterclockwise
107098;Pushing Hand Away
85260;Pulling Two Fingers In
122995;Pushing Two Fingers Away
114051;Shaking Hand
50643;Doing other things
110538;Drumming Fingers
80616;Zooming Out With Two Fingers
9340;Zooming Out With Two Fingers
13219;Turning Hand Clockwise
89292;Zooming In With Full Hand
81680;Pulling Hand In
32249;Rolling Hand Forward
104314;Zooming In With Full Hand
51947;Pushing Two Fingers Away
23131;Sliding Two Fingers Down
41568;Pulling Hand In
114326;Rolling Hand Backward
68179;Sliding Two Fingers Left
33384;Swiping Down
30782;Swiping Down
138691;Thumb Up
83937;Pushing Hand Away
10955;No gesture
146647;Sliding Two Fingers Right
41110;Swiping Up
107800;No gesture
93579;Pulling Hand In
35146;Swiping Down
29334;Doing other things
59838;Shaking Hand
101757;Sliding Two Fingers Left
37551;Turning Hand Clockwise
45874;Doing other things
2563;Rolling Hand Backward
35995;Pulling Hand In
36069;Drumming Fingers
14949;Pulling Hand In
133174;Swiping Right
47129;Swiping Right
67773;Pulling Two Fingers In
27369;Drumming Fingers
59363;Doing other things
93146;Zooming Out With Two Fingers
135137;Turning Hand Counterclockwise
23083;Doing other things
38954;Zooming Out With Two Fingers
57413;Stop Sign
76076;Doing other things
2818;Zooming Out With Two Fingers
135629;Zooming Out With Full Hand
125096;Rolling Hand Backward
139242;Zooming Out With Full Hand
129091;Zooming Out With Full Hand
39304;Swiping Up
91640;Rolling Hand Backward
35924;Swiping Down
120907;Sliding Two Fingers Down
89924;Doing other things
56655;Zooming Out With Full Hand
16593;Swiping Right
117450;Swiping Up
21431;Swiping Down
59429;Pushing Hand Away
21627;Pulling Two Fingers In
106308;Doing other things
12053;Rolling Hand Backward
79125;Sliding Two Fingers Left
113513;Zooming Out With Two Fingers
80264;Sliding Two Fingers Left
52675;Doing other things
66661;Sliding Two Fingers Right
72137;Zooming Out With Two Fingers
121601;Doing other things
133841;Turning Hand Counterclockwise
93652;No gesture
55474;Thumb Down
86775;Zooming In With Two Fingers
57324;Turning Hand Counterclockwise
122231;Swiping Right
82609;Thumb Down
1767;Doing other things
81396;Swiping Right
145381;Rolling Hand Backward
57903;Doing other things
132496;Sliding Two Fingers Right
76983;Thumb Down
42108;No gesture
117272;Stop Sign
91902;Drumming Fingers
51796;Turning Hand Clockwise
42117;Zooming Out With Two Fingers
7653;Doing other things
43540;Pushing Hand Away
75548;Zooming In With Full Hand
66680;Sliding Two Fingers Down
122205;Thumb Down
111549;Rolling Hand Backward
65851;Doing other things
125300;Thumb Up
95586;Turning Hand Clockwise
27935;Zooming Out With Full Hand
69023;Sliding Two Fingers Down
125885;Sliding Two Fingers Right
68794;Doing other things
64101;Swiping Right
42821;Drumming Fingers
67958;Swiping Up
92647;Zooming In With Full Hand
9330;Drumming Fingers
24093;Pushing Hand Away
132324;Swiping Left
65835;Rolling Hand Backward
11523;Swiping Down
59678;Swiping Down
31383;Drumming Fingers
118263;Pushing Two Fingers Away
50652;Sliding Two Fingers Left
76919;Sliding Two Fingers Down
73876;Sliding Two Fingers Down
6710;Sliding Two Fingers Left
99727;Swiping Down
35157;Sliding Two Fingers Right
134356;Doing other things
113979;Sliding Two Fingers Right
134435;Swiping Down
9505;Doing other things
41723;No gesture
58619;Swiping Down
13869;Doing other things
40788;Thumb Up
90441;Sliding Two Fingers Right
141916;Sliding Two Fingers Down
13478;Pushing Hand Away
112174;Swiping Left
84732;Sliding Two Fingers Up
24749;No gesture
45947;Zooming Out With Full Hand
64;Sliding Two Fingers Down
52061;Pushing Hand Away
23256;Pulling Hand In
12282;Swiping Left
100717;Drumming Fingers
126764;Swiping Up
112145;Sliding Two Fingers Up
4458;Swiping Right
109579;Pulling Two Fingers In
73931;Doing other things
20852;Doing other things
39224;Sliding Two Fingers Down
33476;Thumb Up
121308;Pushing Hand Away
81376;Zooming Out With Full Hand
101351;Rolling Hand Backward
97642;Drumming Fingers
116828;Sliding Two Fingers Down
89705;Zooming Out With Full Hand
65388;Turning Hand Counterclockwise
59681;Sliding Two Fingers Left
141262;Swiping Down
129758;Zooming In With Two Fingers
129385;Sliding Two Fingers Down
55295;Thumb Up
79528;Zooming In With Two Fingers
101932;Zooming In With Two Fingers
72053;Pulling Two Fingers In
30573;Pushing Two Fingers Away
40198;Sliding Two Fingers Down
94781;Rolling Hand Backward
70440;Drumming Fingers
133706;Turning Hand Counterclockwise
61882;Swiping Left
92764;Drumming Fingers
92601;Zooming In With Full Hand
66119;Swiping Down
96908;Zooming In With Full Hand
78329;Doing other things
50811;Sliding Two Fingers Left
139236;No gesture
134431;Swiping Up
24457;Pushing Two Fingers Away
122503;Stop Sign
51372;Doing other things
8267;Zooming Out With Two Fingers
79359;Sliding Two Fingers Down
79153;Pushing Two Fingers Away
114716;Sliding Two Fingers Left
190;Sliding Two Fingers Down
133027;Sliding Two Fingers Up
67128;Pulling Hand In
49835;Doing other things
96378;Sliding Two Fingers Down
44834;Turning Hand Clockwise
47948;Doing other things
38185;Doing other things
46076;Swiping Right
61272;Doing other things
100792;Rolling Hand Forward
52590;Zooming Out With Full Hand
148063;Stop Sign
134921;Thumb Up
129115;Pulling Two Fingers In
16600;Swiping Right
114249;Zooming Out With Two Fingers
23396;Rolling Hand Backward
82061;Doing other things
7095;Thumb Up
51003;Doing other things
97387;Thumb Up
87750;Swiping Down
125039;Rolling Hand Forward
9942;Shaking Hand
123520;Stop Sign
8484;Swiping Down
71136;Pushing Two Fingers Away
51259;Zooming In With Full Hand
120766;Zooming In With Full Hand
73366;Doing other things
51824;Swiping Right
94962;Doing other things
55334;Thumb Down
86565;Doing other things
133749;Doing other things
78081;Stop Sign
100732;Doing other things
54394;Drumming Fingers
139540;Swiping Down
145113;Sliding Two Fingers Right
99692;Sliding Two Fingers Left
58960;Swiping Down
7503;Thumb Down
95012;Rolling Hand Backward
108037;Doing other things
2333;Doing other things
43570;Drumming Fingers
87404;No gesture
93695;Pushing Hand Away
44108;Doing other things
143229;Stop Sign
124298;Stop Sign
75406;Sliding Two Fingers Down
107457;Pushing Hand Away
140421;Doing other things
114370;Zooming In With Two Fingers
57433;Rolling Hand Backward
114020;Zooming In With Full Hand
130566;Doing other things
65591;Pulling Hand In
97565;Sliding Two Fingers Left
146131;Turning Hand Clockwise
95559;Doing other things
42679;Thumb Up
18951;Swiping Down
47326;Sliding Two Fingers Right
7475;Swiping Right
85281;Thumb Up
39646;Doing other things
82568;Doing other things
146095;Drumming Fingers
95009;Doing other things
79434;Drumming Fingers
3369;Sliding Two Fingers Right
89805;Zooming In With Full Hand
12672;Sliding Two Fingers Up
77952;Doing other things
25991;Swiping Down
139950;Zooming In With Full Hand
114256;Doing other things
113708;Sliding Two Fingers Down
22170;Swiping Down
39977;Swiping Down
147442;Swiping Down
58307;Doing other things
86224;Doing other things
41908;Doing other things
118624;Zooming Out With Full Hand
91413;Swiping Left
147883;Thumb Up
24592;Doing other things
120300;Swiping Left
145077;Rolling Hand Forward
78204;Shaking Hand
54477;Doing other things
8163;Thumb Down
127548;Doing other things
92199;Doing other things
50018;Pushing Hand Away
96569;Doing other things
79793;Turning Hand Clockwise
90253;Pulling Hand In
59062;Stop Sign
42454;Rolling Hand Backward
6360;Swiping Left
125612;Stop Sign
57392;Shaking Hand
122890;Pushing Hand Away
37569;Pulling Hand In
141359;Sliding Two Fingers Up
1101;Doing other things
103105;Swiping Down
62684;Zooming Out With Full Hand
60710;Swiping Down
59593;Zooming Out With Full Hand
58668;Pulling Hand In
80573;Thumb Down
41727;Thumb Up
90523;Drumming Fingers
123682;Swiping Right
120032;Swiping Left
91910;Pushing Two Fingers Away
47071;Zooming In With Two Fingers
35152;Pulling Two Fingers In
63380;Sliding Two Fingers Down
105639;Sliding Two Fingers Left
112360;No gesture
121319;Swiping Right
98901;Pushing Hand Away
136099;Drumming Fingers
77507;Swiping Down
47314;Zooming Out With Two Fingers
35983;Zooming Out With Full Hand
93673;Doing other things
41046;Doing other things
78541;Zooming Out With Two Fingers
65413;Doing other things
138566;Doing other things
46089;Sliding Two Fingers Right
143288;Swiping Down
49182;Zooming Out With Full Hand
3693;Swiping Right
136322;Drumming Fingers
128896;Swiping Up
134492;Thumb Down
148000;Drumming Fingers
72468;Doing other things
145001;Turning Hand Counterclockwise
16223;Shaking Hand
60654;Sliding Two Fingers Left
83518;Pulling Hand In
54910;Doing other things
121392;Zooming In With Full Hand
37085;Zooming Out With Two Fingers
128481;Doing other things
63203;Doing other things
141638;Doing other things
97018;Zooming Out With Two Fingers
147459;Zooming Out With Full Hand
75057;Doing other things
53813;Sliding Two Fingers Down
134512;Stop Sign
53254;Rolling Hand Backward
105940;Sliding Two Fingers Left
127454;Turning Hand Counterclockwise
79900;Sliding Two Fingers Right
24312;Sliding Two Fingers Right
127330;Pushing Hand Away
20502;Sliding Two Fingers Down
104185;Drumming Fingers
92680;No gesture
40420;Swiping Down
39049;Pulling Hand In
43645;Swiping Down
83195;Doing other things
117711;Swiping Down
75218;Swiping Down
141600;Swiping Down
2403;Thumb Up
93186;Swiping Down
41856;Doing other things
136307;Pushing Hand Away
109711;Sliding Two Fingers Left
4216;Turning Hand Counterclockwise
102385;Thumb Up
54552;Zooming Out With Two Fingers
62257;Swiping Down
138446;Stop Sign
39098;Pulling Two Fingers In
141241;Doing other things
73621;Doing other things
117837;Sliding Two Fingers Down
122388;Sliding Two Fingers Left
54027;Thumb Up
53271;Sliding Two Fingers Down
5571;Swiping Up
82378;Swiping Right
108771;Swiping Down
55154;Doing other things
134505;Doing other things
78614;Rolling Hand Forward
87613;Doing other things
43660;Swiping Left
105374;Pulling Hand In
84335;Swiping Right
18462;Swiping Down
54575;Doing other things
119262;Sliding Two Fingers Down
144009;Thumb Up
34524;Zooming In With Two Fingers
130922;Thumb Up
63746;Zooming In With Full Hand
26137;Sliding Two Fingers Right
111969;Zooming Out With Full Hand
36368;Zooming Out With Full Hand
130678;Swiping Right
119094;Swiping Right
70180;Rolling Hand Backward
91764;Thumb Up
102000;Doing other things
51598;Zooming Out With Full Hand
143202;Drumming Fingers
64074;Swiping Down
66102;Zooming In With Two Fingers
100179;Zooming Out With Full Hand
61097;Sliding Two Fingers Right
118190;Doing other things
93980;Doing other things
10777;Swiping Down
103537;Zooming Out With Two Fingers
5035;Pulling Hand In
57362;Thumb Down
105388;Pushing Hand Away
66258;Rolling Hand Backward
25568;Doing other things
95965;Doing other things
80072;Swiping Down
136462;Sliding Two Fingers Right
8607;Doing other things
137684;Turning Hand Counterclockwise
94520;Swiping Right
144030;Zooming In With Two Fingers
76092;Thumb Up
12548;Doing other things
146624;Drumming Fingers
76654;Doing other things
102708;Swiping Left
53464;Sliding Two Fingers Down
36539;Thumb Down
71446;Drumming Fingers
102653;Pulling Hand In
130395;Sliding Two Fingers Left
62049;Doing other things
92801;Zooming In With Full Hand
50310;Sliding Two Fingers Left
135156;Sliding Two Fingers Left
115473;Swiping Left
16931;Zooming Out With Full Hand
29312;Pulling Two Fingers In
93459;Doing other things
78775;Doing other things
74466;Pulling Two Fingers In
142729;Doing other things
135300;Drumming Fingers
89269;Doing other things
140509;Pulling Hand In
27298;Swiping Down
39354;Pulling Hand In
103026;Pulling Hand In
33214;Drumming Fingers
50817;No gesture
19798;Rolling Hand Forward
72018;Swiping Left
120582;Rolling Hand Backward
140143;Sliding Two Fingers Down
83409;Sliding Two Fingers Down
132169;Swiping Down
53795;Sliding Two Fingers Right
97424;Sliding Two Fingers Left
48108;Swiping Down
31816;Thumb Down
111279;Sliding Two Fingers Up
183;Doing other things
11121;Doing other things
95679;Turning Hand Counterclockwise
8979;Pushing Two Fingers Away
38790;Turning Hand Counterclockwise
119260;Swiping Right
64128;Sliding Two Fingers Down
117656;Rolling Hand Backward
99083;Thumb Up
58033;Doing other things
31646;Rolling Hand Forward
16751;Pulling Hand In
49427;Sliding Two Fingers Left
48726;Shaking Hand
12981;Zooming Out With Two Fingers
110786;Sliding Two Fingers Left
22385;Doing other things
55136;Zooming In With Full Hand
52896;Zooming Out With Full Hand
74900;Sliding Two Fingers Left
119513;Doing other things
61283;Sliding Two Fingers Down
13660;Rolling Hand Backward
71009;Zooming Out With Two Fingers
45423;Pushing Hand Away
134310;Sliding Two Fingers Down
3997;Doing other things
144851;Rolling Hand Backward
69554;Swiping Right
126727;Sliding Two Fingers Right
105563;Pushing Two Fingers Away
98242;Thumb Up
107168;Swiping Up
59642;Turning Hand Counterclockwise
25501;No gesture
64610;No gesture
88927;Doing other things
46899;Doing other things
35314;Doing other things
124510;Doing other things
140288;Thumb Up
79383;Turning Hand Clockwise
82;Stop Sign
82573;Rolling Hand Forward
43173;Shaking Hand
115575;Rolling Hand Forward
142756;Turning Hand Counterclockwise
53226;Doing other things
70366;Pulling Two Fingers In
52804;Drumming Fingers
145526;Sliding Two Fingers Right
87204;Sliding Two Fingers Down
141660;Doing other things
143372;Doing other things
57080;Zooming Out With Two Fingers
62566;Stop Sign
74253;Zooming Out With Full Hand
65140;Rolling Hand Backward
83514;Rolling Hand Forward
35513;Shaking Hand
75686;Turning Hand Counterclockwise
82985;Turning Hand Counterclockwise
94298;Doing other things
3957;Zooming In With Full Hand
1873;Swiping Down
142726;Thumb Down
99567;Sliding Two Fingers Left
116664;Zooming Out With Two Fingers
41233;Zooming Out With Two Fingers
84175;Stop Sign
72350;Doing other things
4702;Doing other things
112461;Swiping Left
4819;Rolling Hand Backward
13447;Zooming In With Full Hand
66513;Sliding Two Fingers Up
111457;Shaking Hand
57694;Swiping Down
137281;Thumb Down
23510;Doing other things
17725;Swiping Left
17736;Turning Hand Clockwise
93541;Stop Sign
74136;No gesture
105587;Sliding Two Fingers Right
90184;Rolling Hand Backward
122041;Doing other things
21039;Doing other things
105433;Sliding Two Fingers Left
9033;Swiping Up
131926;Sliding Two Fingers Up
131845;Thumb Down
26123;Stop Sign
3087;Doing other things
100920;Zooming Out With Full Hand
66285;Pulling Two Fingers In
52838;Doing other things
130799;Zooming In With Full Hand
99363;Swiping Up
134426;Pulling Two Fingers In
68064;Sliding Two Fingers Up
102475;Doing other things
56612;Doing other things
136072;Zooming Out With Full Hand
48177;Swiping Down
9020;Zooming In With Two Fingers
42947;Doing other things
86149;Stop Sign
117959;Sliding Two Fingers Down
44313;Doing other things
13076;Pulling Two Fingers In
95418;Drumming Fingers
120939;Pushing Two Fingers Away
35786;Zooming Out With Two Fingers
98869;Swiping Right
129643;Thumb Down
125367;Doing other things
59232;Doing other things
38938;Swiping Down
129387;Rolling Hand Forward
91852;Zooming In With Full Hand
129040;Zooming Out With Full Hand
144830;Sliding Two Fingers Up
84019;Rolling Hand Forward
61707;Shaking Hand
110835;Sliding Two Fingers Right
69603;Drumming Fingers
41934;Sliding Two Fingers Left
96175;Turning Hand Clockwise
12277;Thumb Up
29796;Rolling Hand Forward
124055;Swiping Down
46877;Drumming Fingers
82674;Turning Hand Counterclockwise
6837;Swiping Up
130526;Sliding Two Fingers Down
3606;Drumming Fingers
76302;Pushing Hand Away
120039;Swiping Left
56061;Sliding Two Fingers Up
57119;Zooming In With Two Fingers
58220;Sliding Two Fingers Right
35654;Doing other things
1626;Thumb Down
78403;Rolling Hand Forward
101902;Pulling Hand In
52212;Thumb Up
22099;Swiping Right
141701;Thumb Up
20453;Rolling Hand Forward
93481;Zooming Out With Full Hand
140437;Doing other things
10880;No gesture
55378;Stop Sign
74891;Stop Sign
10986;Shaking Hand
20846;Sliding Two Fingers Down
116596;Sliding Two Fingers Left
10243;Pulling Hand In
14111;Swiping Right
130808;Sliding Two Fingers Left
65131;Thumb Up
13634;Rolling Hand Backward
47004;Doing other things
90348;Swiping Down
80869;Swiping Right
122411;Sliding Two Fingers Left
29651;Thumb Down
100976;Swiping Right
109347;Thumb Down
34542;Sliding Two Fingers Left
58648;Thumb Down
142124;Rolling Hand Backward
56773;Rolling Hand Forward
68595;Sliding Two Fingers Up
47294;Doing other things
139359;Thumb Up
68487;Sliding Two Fingers Down
38081;No gesture
70512;Pulling Two Fingers In
91209;Zooming Out With Full Hand
129470;Sliding Two Fingers Down
128233;Sliding Two Fingers Right
38446;Swiping Down
4262;Thumb Down
83945;Rolling Hand Backward
147981;Pushing Hand Away
13866;Turning Hand Clockwise
91713;Zooming In With Full Hand
141194;Turning Hand Counterclockwise
37177;Swiping Right
76469;Stop Sign
144806;Thumb Up
129005;Zooming Out With Full Hand
140;Sliding Two Fingers Down
47289;Pulling Hand In
60127;Zooming In With Full Hand
50130;Zooming In With Two Fingers
104302;Zooming In With Full Hand
21692;Doing other things
4266;Swiping Down
113606;Sliding Two Fingers Down
146759;Doing other things
27781;Rolling Hand Forward
131091;Doing other things
8339;Sliding Two Fingers Down
61778;Shaking Hand
88900;Rolling Hand Backward
58974;Sliding Two Fingers Right
12935;Thumb Down
74757;Swiping Left
30468;Rolling Hand Forward
79203;Pushing Two Fingers Away
70648;Zooming Out With Full Hand
135711;Zooming In With Two Fingers
103893;Swiping Down
13708;Doing other things
75975;Swiping Left
38113;Shaking Hand
80838;Turning Hand Counterclockwise
49598;Thumb Down
71496;Turning Hand Counterclockwise
131940;Zooming In With Full Hand
74347;Stop Sign
86617;Pushing Two Fingers Away
109889;Thumb Down
88416;Doing other things
95000;Thumb Up
67711;Zooming In With Full Hand
142251;Zooming Out With Full Hand
70814;Thumb Up
78301;Pulling Hand In
111433;Doing other things
3625;Doing other things
126878;Swiping Down
42737;Drumming Fingers
57311;No gesture
29953;Pulling Two Fingers In
45814;Sliding Two Fingers Right
37889;Zooming Out With Two Fingers
131835;Pulling Two Fingers In
25077;Zooming Out With Full Hand
21628;Zooming In With Full Hand
117830;Rolling Hand Forward
131763;Swiping Up
56117;Pushing Two Fingers Away
7347;Rolling Hand Backward
76149;Turning Hand Counterclockwise
62296;Shaking Hand
48661;Swiping Down
107084;Sliding Two Fingers Down
14908;Thumb Down
37735;Rolling Hand Forward
129922;Swiping Down
102139;Rolling Hand Backward
91202;Thumb Down
91342;Doing other things
110432;Pulling Hand In
71043;Rolling Hand Backward
34612;Rolling Hand Backward
7107;Swiping Down
70904;Doing other things
35806;Thumb Up
131587;Zooming In With Two Fingers
90476;Swiping Down
64995;Doing other things
120268;Turning Hand Counterclockwise
19228;Zooming Out With Two Fingers
19382;Swiping Left
139285;Swiping Down
38718;Sliding Two Fingers Up
20854;Pulling Hand In
13275;Rolling Hand Forward
62808;Doing other things
32764;Swiping Right
45301;Sliding Two Fingers Right
69566;Doing other things
140729;Doing other things
24034;Pushing Hand Away
79826;Shaking Hand
76840;Sliding Two Fingers Left
22441;Turning Hand Counterclockwise
38973;Stop Sign
86907;Pushing Two Fingers Away
44460;Shaking Hand
16872;Turning Hand Counterclockwise
92616;Doing other things
123919;Pulling Two Fingers In
14895;Sliding Two Fingers Right
67533;Thumb Up
99293;Stop Sign
96716;Sliding Two Fingers Down
83580;Pulling Two Fingers In
14830;Swiping Down
146235;Turning Hand Clockwise
44264;Turning Hand Counterclockwise
5424;Doing other things
52916;No gesture
127107;Thumb Down
74968;Sliding Two Fingers Down
42244;Zooming In With Two Fingers
17409;Turning Hand Counterclockwise
64153;Pulling Hand In
44647;Swiping Right
115136;Swiping Left
105588;Swiping Down
96606;Thumb Down
145644;Doing other things
88721;Doing other things
99058;Sliding Two Fingers Right
136579;Zooming Out With Two Fingers
54244;Doing other things
50510;Zooming Out With Two Fingers
53838;Sliding Two Fingers Down
37691;Rolling Hand Forward
104062;Swiping Right
62992;Swiping Down
32696;Rolling Hand Forward
100405;Swiping Down
141456;Pulling Two Fingers In
108144;Doing other things
8547;Drumming Fingers
73504;Doing other things
35147;No gesture
25184;Sliding Two Fingers Right
105254;Drumming Fingers
29714;Swiping Down
55440;Swiping Down
13130;Drumming Fingers
113532;Pushing Hand Away
10122;Turning Hand Counterclockwise
16257;Doing other things
131170;Pulling Hand In
55501;Drumming Fingers
68813;Swiping Down
143387;Sliding Two Fingers Left
27633;No gesture
32712;Thumb Up
22378;Sliding Two Fingers Down
130767;Drumming Fingers
139515;No gesture
79560;Drumming Fingers
139355;Swiping Down
57565;Rolling Hand Forward
74128;Doing other things
38748;Sliding Two Fingers Up
53036;Doing other things
23796;Sliding Two Fingers Down
14476;Thumb Up
30504;Turning Hand Clockwise
107611;Swiping Right
69662;Doing other things
95289;Doing other things
111126;Swiping Right
85113;Doing other things
67986;Zooming Out With Full Hand
124964;Drumming Fingers
78514;Sliding Two Fingers Right
85705;Drumming Fingers
13260;Sliding Two Fingers Down
115366;Sliding Two Fingers Right
66128;Doing other things
146507;Zooming In With Full Hand
100740;Thumb Up
94561;Shaking Hand
37070;Swiping Down
108455;Pulling Two Fingers In
107442;Swiping Right
91564;Rolling Hand Forward
93903;Stop Sign
101701;No gesture
44385;Stop Sign
83967;Doing other things
26758;Pushing Hand Away
110548;Doing other things
29391;Drumming Fingers
60642;Pushing Hand Away
17259;Swiping Down
132172;Swiping Right
2737;Swiping Right
92313;Thumb Down
55971;Swiping Down
135957;Sliding Two Fingers Left
6162;Doing other things
107750;Doing other things
1195;Swiping Left
84604;Swiping Down
142402;No gesture
134155;Doing other things
108559;Zooming In With Two Fingers
82129;Sliding Two Fingers Down
26884;Zooming Out With Two Fingers
145489;Turning Hand Counterclockwise
70278;Turning Hand Clockwise
18400;Stop Sign
96623;Pushing Hand Away
92993;Doing other things
136124;Thumb Up
29341;Zooming Out With Full Hand
7874;Rolling Hand Backward
59746;Doing other things
94166;Doing other things
27642;Zooming In With Full Hand
142867;Pushing Hand Away
99084;Sliding Two Fingers Down
125307;Zooming Out With Full Hand
31211;Doing other things
36659;Pulling Hand In
124661;Swiping Left
108480;Zooming Out With Two Fingers
2498;Swiping Down
33647;Pulling Hand In
53356;Doing other things
32911;Sliding Two Fingers Left
29060;Sliding Two Fingers Up
1076;Thumb Up
17388;Drumming Fingers
85659;No gesture
12141;Thumb Up
77655;No gesture
29886;Zooming In With Two Fingers
41931;Swiping Down
42209;Pulling Two Fingers In
27416;Thumb Down
136107;Sliding Two Fingers Right
9313;Doing other things
862;Sliding Two Fingers Left
120694;Doing other things
58508;Swiping Left
126795;Rolling Hand Backward
53875;Pushing Hand Away
21996;Zooming In With Two Fingers
130496;Pulling Hand In
67806;Zooming In With Two Fingers
89556;Stop Sign
133455;Doing other things
93104;Rolling Hand Forward
110805;Rolling Hand Backward
135133;Drumming Fingers
79436;Thumb Down
120604;No gesture
110924;Doing other things
89514;Swiping Down
119410;No gesture
22560;Doing other things
56228;Swiping Right
84429;Thumb Up
100572;Pulling Hand In
38824;Swiping Left
7239;Thumb Down
57358;No gesture
131470;Doing other things
26212;Doing other things
137997;Rolling Hand Backward
27240;Doing other things
130305;Doing other things
27813;Doing other things
50831;Zooming Out With Two Fingers
54094;Sliding Two Fingers Down
98218;Turning Hand Counterclockwise
44774;Turning Hand Clockwise
15966;Zooming Out With Two Fingers
138935;Doing other things
2193;Doing other things
52330;Swiping Right
118335;Shaking Hand
54946;Thumb Up
67443;Pushing Hand Away
55130;Turning Hand Clockwise
59330;Turning Hand Counterclockwise
31268;Pulling Two Fingers In
11387;Turning Hand Counterclockwise
142463;Zooming In With Full Hand
75998;Sliding Two Fingers Down
84928;Zooming Out With Two Fingers
137754;Zooming Out With Two Fingers
113298;No gesture
77293;Pushing Hand Away
61133;Turning Hand Clockwise
107614;Stop Sign
93215;Pulling Two Fingers In
56750;Thumb Up
85829;Pushing Two Fingers Away
77413;Sliding Two Fingers Left
119212;Swiping Down
29435;Sliding Two Fingers Down
2583;Doing other things
69927;Rolling Hand Forward
137845;Zooming In With Full Hand
11613;Sliding Two Fingers Left
39890;Sliding Two Fingers Left
61842;Sliding Two Fingers Right
90943;Doing other things
137844;Turning Hand Counterclockwise
53744;Swiping Left
52072;Swiping Down
26252;Doing other things
37440;Pushing Two Fingers Away
97466;Sliding Two Fingers Right
96785;Pulling Hand In
78459;Zooming Out With Two Fingers
40692;Zooming Out With Full Hand
68224;Pushing Hand Away
4186;Doing other things
55880;Swiping Down
50384;Sliding Two Fingers Left
27737;Doing other things
139794;Swiping Left
105380;Rolling Hand Backward
8385;Sliding Two Fingers Down
64789;Doing other things
111156;Rolling Hand Backward
99873;Zooming Out With Two Fingers
95404;Swiping Down
43535;Swiping Down
61287;Swiping Down
57986;Swiping Left
79803;Sliding Two Fingers Right
27742;Rolling Hand Backward
122761;Sliding Two Fingers Down
140826;Zooming In With Full Hand
47909;Zooming Out With Two Fingers
103622;Zooming In With Full Hand
72025;Pushing Two Fingers Away
125679;Zooming In With Two Fingers
118035;Pulling Two Fingers In
75667;Rolling Hand Backward
110762;Swiping Down
111499;Doing other things
113498;Doing other things
4844;Swiping Right
22317;Sliding Two Fingers Left
137516;Swiping Down
130019;Thumb Down
46160;Thumb Up
95142;Doing other things
123286;Doing other things
83030;Stop Sign
136656;Zooming Out With Two Fingers
78106;Rolling Hand Forward
26322;Turning Hand Clockwise
64277;Sliding Two Fingers Left
143812;Turning Hand Clockwise
128205;Doing other things
17921;Doing other things
116625;Doing other things
59192;Thumb Down
48595;Swiping Down
60787;Sliding Two Fingers Right
120346;Shaking Hand
119154;Turning Hand Clockwise
138411;Doing other things
100629;Pushing Two Fingers Away
51355;Swiping Left
43871;Pulling Two Fingers In
138788;Doing other things
30154;Pushing Hand Away
47234;Zooming In With Two Fingers
116714;Doing other things
71273;Swiping Down
22016;Swiping Left
120499;Pushing Two Fingers Away
86024;Zooming Out With Full Hand
64740;Sliding Two Fingers Left
43302;Swiping Down
54525;Doing other things
36625;Swiping Up
121876;Rolling Hand Forward
108692;Swiping Left
5005;Drumming Fingers
37898;Thumb Down
12285;Sliding Two Fingers Left
115163;Zooming In With Full Hand
123538;Doing other things
128337;Swiping Down
136435;Thumb Down
85243;Sliding Two Fingers Right
78010;Doing other things
136792;Doing other things
102732;Doing other things
138780;Swiping Up
104076;Zooming In With Two Fingers
72066;Doing other things
74670;Sliding Two Fingers Left
89215;Turning Hand Counterclockwise
73590;No gesture
138883;Stop Sign
96590;Rolling Hand Forward
44329;Shaking Hand
82716;Stop Sign
44567;Turning Hand Clockwise
11321;Pulling Hand In
97170;Pulling Hand In
113276;No gesture
45416;Doing other things
6341;Doing other things
116161;Zooming Out With Full Hand
122982;Swiping Down
74937;Thumb Up
48990;Rolling Hand Forward
69765;Zooming In With Two Fingers
128062;Swiping Right
89181;No gesture
65028;Sliding Two Fingers Right
69994;Sliding Two Fingers Up
142700;Rolling Hand Backward
116764;Pulling Two Fingers In
99960;Zooming Out With Two Fingers
42313;Thumb Down
118855;Sliding Two Fingers Down
66901;Doing other things
48539;Turning Hand Counterclockwise
67229;Pulling Hand In
83925;Swiping Down
108020;Thumb Up
108999;Zooming Out With Full Hand
64416;Drumming Fingers
107507;Doing other things
76680;Swiping Up
74976;Sliding Two Fingers Right
95324;Swiping Down
60985;Rolling Hand Backward
60832;No gesture
1094;Zooming Out With Two Fingers
8555;Doing other things
26119;Pushing Two Fingers Away
129003;Sliding Two Fingers Left
117275;Sliding Two Fingers Left
84607;Swiping Down
89288;Zooming In With Two Fingers
142993;Pulling Hand In
19792;Swiping Down
60891;Zooming In With Two Fingers
87379;Doing other things
97473;Thumb Down
132411;Sliding Two Fingers Right
38135;Doing other things
132807;Shaking Hand
23604;Swiping Right
62881;Rolling Hand Backward
97274;Thumb Down
102631;Doing other things
24139;Zooming Out With Full Hand
32371;Shaking Hand
57967;Zooming Out With Two Fingers
4006;Sliding Two Fingers Left
113577;Turning Hand Clockwise
